# =========================================================
# チュートリアル表示データ
#
# このCSVでは、会話パートとチュートリアルウィンドウを一括管理します。
# 行を追加すると、同じtutorialIdのデータがorderの小さい順に表示されます。
# 「#」から始まる行と空行はコメントとして無視されます。
# =========================================================
#
# 【列の並び】
# tutorialId,order,type,speaker,portraitPath,title,text,confirmText,contentTextureKey,contentVideoPath
#
# 【各列の説明】
# 1. tutorialId
#    同じチュートリアルをまとめる識別名です。
#    マップの「~番号」と対応する tutorial_番号 の形式で記述します。
#    例: ~1 は tutorial_1 / ~2 は tutorial_2 / ~15 は tutorial_15
#    同じIDを複数行に指定すると、会話や説明が連続再生されます。
#    マップ上の検知範囲は、~番号を置いたセルから右へ固定3マスです。
#    番号なしの「~」は旧マップ互換として「~1」と同じ扱いです。
#
# 2. order
#    表示順です。0から始めることを推奨します。
#    0,1,2...のように連番にすると管理しやすいです。
#
# 3. type
#    conversation : 立ち絵と会話ボックスを表示します。
#    window       : 画像または動画付きの説明ウィンドウを表示します。
#
# 4. speaker
#    conversationで表示する話者名です。
#    windowでは使用しないため空欄にします。
#
# 5. portraitPath
#    conversationで表示する立ち絵画像のファイルパスです。
#    ゲームの実行フォルダを基準にした相対パスを指定します。
#    推奨配置先: assets/texture/tutorialUI/
#    windowでは使用しないため空欄にします。
#
# 6. title
#    window上部に表示するタイトルです。
#    conversationでは使用しないため空欄にします。
#
# 7. text
#    conversationでは会話文、windowでは説明文として表示されます。
#    文章内で改行したい位置には \n を記述します。
#    カンマを含む文章は必ずダブルクォートで囲みます。
#    文章内に「"」を表示する場合は「""」と2つ重ねます。
#
# 8. confirmText
#    最後のwindowページに表示する横長ボタンの文字です。
#    空欄の場合は「閉じる」が使用されます。
#    conversationと途中のwindowページでは使用しません。
#
# 9. contentTextureKey
#    windowの説明画像として使用するassets/manifest.jsonのテクスチャキーです。
#    ファイルパスではありません。
#    動画未指定時、または動画読込失敗時の代替画像にもなります。
#    画像も動画も不要な場合は空欄にできます。
#
# 10. contentVideoPath
#    windowの説明画像領域へ表示する動画ファイルの相対パスです。
#    例: assets/tutorials/videos/camera_operation.mp4
#    指定するとcontentTextureKeyの画像より動画が優先されます。
#    動画は無音・ループ再生され、縦横比を維持して中央表示されます。
#    動画を使用しないページでは空欄にします。
#
# 【ページ操作】
# conversation:
#   全文表示後に待機アイコンが表示されます。
#   Enter、ゲームパッド決定、左クリックで次へ進みます。
#
# windowが1ページだけ:
#   最下部の「閉じる」ボタン、Enter、ゲームパッド決定で終了します。
#
# windowが複数ページ:
#   画面の左右ボタン、左右矢印キー、A/Dキーでページを切り替えます。
#   最後のページでは中央下部に閉じるボタンが表示されます。
#
# 【編集後の確認方法】
# ゲーム内デバッグUI > チュートリアル > CSVを再読込
# 続けて「今すぐ会話から再生」を押すと、ゲームを再起動せず確認できます。
#
# =========================================================
# 記述例（先頭の「# 」を削除するとデータとして使用できます）
# =========================================================
#
# 会話を1ページ表示する例
# tutorial_2,0,conversation,案内役,assets/texture/tutorialUI/Guide.png,,"ここが会話文です。\nEnterかクリックで次へ進みます。",,,
#
# 画像付き説明ウィンドウを1ページ表示する例
# tutorial_2,1,window,,,基本操作,"A/Dキーで左右に移動します。\nSpaceキーでジャンプします。",閉じる,tutorial_movement_image,
#
# 動画付き説明ウィンドウを表示する例
# tutorial_2,2,window,,,カメラ操作,"動画と同じようにカメラを操作してみましょう。",閉じる,tutorial_camera_fallback,assets/tutorials/videos/camera_operation.mp4
#
# 説明ウィンドウを3ページにする例
# tutorial_3,0,window,,,1ページ目,"最初の説明です。",,tutorial_page_1,
# tutorial_3,1,window,,,2ページ目,"左右ボタン、矢印キー、A/Dキーで切り替えます。",,tutorial_page_2,
# tutorial_3,2,window,,,3ページ目,"最後のページにだけ閉じるボタンが表示されます。",閉じる,tutorial_page_3,
#
# =========================================================
# 実際にゲームで使用しているデータ
# =========================================================
tutorial_1,0,conversation,ドリー,assets/texture/tutorialUI/normal.png,,"今日も写真を撮りに特別区まで来たけど...\nだいぶ奥まで来ちゃったな。",,,
tutorial_1,1,conversation,ドリー,assets/texture/tutorialUI/trouble.png,,"...........................。\n完全に迷った。これはまずったなぁ～。",,,

tutorial_2,0,conversation,ドリー,assets/texture/tutorialUI/trouble.png,,"ジャンプじゃ届きそうにないな...。",,,
tutorial_2,1,conversation,ドリー,assets/texture/tutorialUI/smile.png,,"そうだ！こんな時は～\nこのカメラの出番だね！",,,
tutorial_2,2,window,,,キャプチャー＆ペースト,"ファインダーを操作し、\n物体を撮影して貼り付けてみましょう。",閉じる,tutorial_camera_fallback,assets/tutorials/videos/tutorial1.mp4

tutorial_3,0,conversation,ドリー,assets/texture/tutorialUI/smile.png,,"やった！無事に上に登れたね！\nこの調子でどんどん進むぞ～。",,,
tutorial_3,1,window,,,物体の種類,"物体の中には消える物、重力が作用する物など,\n様々な種類があります。たくさん撮影して、\n物体の特徴を見極めながら進みましょう!",閉じる,tutorial_camera_fallback,assets/tutorials/videos/tutorial2.mp4,

tutorial_4,0,conversation,ドリー,assets/texture/tutorialUI/surprise.png,,"わっ！！！\nレムナントがいる...。",,,
tutorial_4,1,conversation,ドリー,assets/texture/tutorialUI/normal.png,,"倒す.....しかなさそうだね。",,,
tutorial_4,2,window,,,レムナントとは？,"敵対してくる機械生命体の総称です。倒すとアーカ結晶をドロップします。\nこれを使ってのちにアイテムを購入することができます。",次へ,tutorial_camera_fallback,assets/tutorials/videos/tutorial3.mp4,
tutorial_4,3,window,,,攻撃を跳ね返そう！,"敵の弾を撮影＋回転して跳ね返してみましょう。\nまた、赤く光ったタイミングで攻撃を撮影すると\n攻撃ペーストが可能になる敵がいます。",次へ,tutorial_camera_fallback,assets/tutorials/videos/tutorial3.mp4
tutorial_4,4,window,,,待ち受ける強敵,"各マップの最奥に強敵が待ち受けています。\n培った技術と知識を駆使して敵を討伐しましょう！",閉じる,tutorial_camera_fallback,assets/tutorials/textures/tutorial1.png,

tutorial_5,0,conversation,ドリー,assets/texture/tutorialUI/normal.png,,"ふぅ～～～～～........。",,,
tutorial_5,1,conversation,ドリー,assets/texture/tutorialUI/trouble.png,,"なんとか倒せたのはよかったけど、\nさっき拾ったフィルターは何だったのかな...。",,,
tutorial_5,2,conversation,ドリー,assets/texture/tutorialUI/smile.png,,"とりあえずこれを使って何か撮ってみよう！\n良い写真撮れるかな～。",,,
tutorial_5,3,window,,,セピアフィルターを使おう！,"フィルターを切り替え、目の前のがれきを撮影してみましょう。",次へ,tutorial_camera_fallback,assets/tutorials/videos/tutorial4.mp4

tutorial_6,0,conversation,ドリー,assets/texture/tutorialUI/surprise.png,,"がれきがきれいな足場になった！?つまり、\n壊れた物を撮ると、壊れる前の状態に戻る...？",,,
tutorial_6,1,conversation,ドリー,assets/texture/tutorialUI/smile.png,,"おおお、すごい！！！これでもっと先に進めて、\nもっともっと良い写真が撮れるね！",,,
tutorial_6,2,window,,,セピアフィルターについて,"セピアフィルター使用時は物体の復元が可能です。\nしかし、通常撮影や攻撃撮影ができません。",次へ,tutorial_camera_fallback,assets/tutorials/videos/tutorial5.mp4
tutorial_6,3,window,,,フィルターを使い分けよう！,"他にも、回復フィルターは自身を撮影すると体力が回復します。\n状況に応じたフィルターを切り替えながら進みましょう!",閉じる,tutorial_camera_fallback,assets/tutorials/videos/tutorial5.mp4





